split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	images	2014	0680	1	كلب أبيض وأسود ينظر إلى الكاميرا.	قطة باللون الرمادي والأسود والأبيض تنظر إلى الكاميرا.
train	main-captions	images	2014	0682	4.8	قطار على خطوط السكك الحديدية.	قطار على مسارات القطار.
train	main-captions	images	2014	0684	3	محرك قاطرة فضي كبير في السقيفة.	لقطة مقربة لمحرك قطار فضي بخط أحمر.
train	main-captions	images	2014	0685	2.6	امرأة تجلس على طاولة تشرب مع صورة كرة السلة في الخلفية.	امرأة ترتدي الساري تشرب شيئًا ما أثناء جلوسها على الطاولة.
train	main-captions	images	2014	0686	3	محرك بخاري أخضر يسير على خطوط السكك الحديدية.	قطار بخاري أسود يسير على خطوط السكك الحديدية.
train	main-captions	images	2014	0687	4	سيارة حمراء صغيرة فوق نصف شاحنة.	سيارة رياضية حمراء فوق نصف شاحنة بيضاء.
train	main-captions	images	2014	0688	3.4	الرجل يقف لالتقاط صورة أمام القطار.	رجل يقف على منصة أمام قطار فضي.
train	main-captions	images	2014	0689	3.4	راكب دراجة باللون الأسود على دراجة سباق باللونين الأسود والأحمر.	راكب دراجة بالليرة السوداء والبيضاء يسير بسرعة أمام المتفرجين.
train	main-captions	images	2014	0690	3.8	حوض مطبخ وسطح عمل مع أوعية على الرفوف.	مطبخ صغير به أغراض مكدسة على الرفوف وعلى الطاولة.
train	main-captions	images	2014	0693	3.2	جهاز تلفزيون في غرفة فوضوية بها العديد من خزائن الكتب.	غرفة بها تلفزيون وستيريو ورف كتب.
train	main-captions	images	2014	0694	2.8	قطة باللونين الأبيض والأسود تنام على جانبها على بطانية أرجوانية.	قطة سوداء وبيضاء مستلقية على الأرض تحت الشمس.
train	main-captions	images	2014	0695	3.8	امرأة تركب دراجة على مساحة خرسانية كبيرة.	امرأة تركب دراجة جبلية على مساحة خرسانية كبيرة.
train	main-captions	images	2014	0696	2.8	بقرتان تقفان في حقل كبير.	البقرة ترعى في الحقل.
train	main-captions	images	2014	0697	3.4	رجل أصلع يلمس أنف حصان أسود على الجانب الآخر من السياج.	رجل أصلع ذو لحية يداعب أنف حصان أبيض وأسود عند السياج.
train	main-captions	images	2014	0698	4	رجل يقف بجانب سيارة رياضية صفراء.	رجل يقف بجانب سيارة كورفيت صفراء.
train	main-captions	images	2014	0702	3.2	صورة بالأبيض والأسود للأبقار في أكشاكها.	صورة بالأبيض والأسود للماشية في الحوض الصغير.
train	main-captions	images	2014	0705	4.2	حافلة ذات طابقين مع عجلة فيريس عين لندن في الخلفية.	حافلة سياحية ذات طابقين بنية اللون في الشارع وخلفها عجلة فيريس.
train	main-captions	images	2014	0706	0.6	طائر أصفر وأسود يأكل من وحدة تغذية الطيور.	سرب من الطيور تحلق فوق مسطح مائي.
train	main-captions	images	2014	0709	3.8	رجل يقف أمام القطار.	رجل يقف على منصة أمام قطار فضي.
train	main-captions	images	2014	0710	4.6	طائرة صغيرة متوقفة في مطار والسماء ملبدة بالغيوم.	طائرة بيضاء صغيرة متوقفة في المطار في يوم غائم.
train	main-captions	images	2014	0711	3.4	يوجد قارب على الماء بالقرب من طائرة صغيرة.	يوجد قارب في الماء وطائرة صغيرة على الرصيف.
train	main-captions	images	2014	0712	0.6	رجل يركب حصانا أبيض في الساحة.	حيوان أليف يقف في قلم.
train	main-captions	images	2014	0713	4.2	كمبيوتر ماكنتوش يجلس على الأرض.	جهاز كمبيوتر على الأرض.
train	main-captions	images	2014	0715	0.4	قطة سوداء وبيضاء تجلس على كرسي بني وتنظر للأعلى.	كلب يجلس على كرسي أصفر بجوار حاوية قمامة خضراء.
train	main-captions	images	2014	0716	2.8	الأغنام واقفة في الميدان.	كلب كبير يقف بجانب خروف في الحقل.
train	main-captions	images	2014	0717	3.4	مجموعة من كبار السن يجلسون حول طاولة.	مجموعة من كبار السن يقفون حول طاولة طعام.
train	main-captions	images	2014	0719	2.8	ثلاث نساء ذوات شعر بني يبتسمن.	ثلاث نساء يرتدين الفساتين الهندية في غرفة مزدحمة ويبتسمن.
train	main-captions	images	2014	0720	1.6	صورة بالأبيض والأسود لمحطة قطار فارغة.	صورة بالأبيض والأسود لقطة تجلس على الأريكة.
train	main-captions	images	2014	0722	0	كلبان في بيت مسيّج يتطلعان إلى الأمام.	فتاتان على رجل يتظاهران على مقدمة القارب.
train	main-captions	images	2014	0724	0.6	بقرة بالأبيض والأسود تنظر عبر السياج.	قطة سوداء وبيضاء مستلقية على الأرض تحت الشمس.
train	main-captions	images	2014	0725	1.8	عدة أشخاص على دراجات نارية في ساحة السوق.	يركب الناس الدراجات البخارية في المناطق الحضرية.
train	main-captions	images	2014	0726	1.8	لقطة مقرّبة للأغنام في العشب.	لقطة مقرّبة لخروف مع وضع علامة على أذنه، ويقف على العشب.
train	main-captions	images	2014	0727	2	قطة منزلية مستلقية على ظهر فضلات القطط.	قطة منزلية أسمر تحت القماش الأسود.
train	main-captions	images	2014	0729	3.2	طائران أخضران يطيران باتجاه عمود هاتف خشبي.	طائران أخضران يحلقان فوق أسلاك الهاتف.
train	main-captions	images	2014	0730	3	شخص يجلس على دراجة نارية بينما يقف رجل بجانبه.	رجل يقف بجوار رجل يرتدي خوذة على دراجة نارية في ساحة انتظار سيارات فارغة.
train	main-captions	images	2014	0731	2.6	ثلاث بقرات ترعى في أحد الحقول.	بقرتان ترعيان في أحد الحقول.
train	main-captions	images	2014	0735	4.4	طائر أزرق يجلس على يد قفاز.	طائر يجلس على يد شخص يرتدي قفازًا.
train	main-captions	images	2014	0737	4	طفل يحمل علبة كاتشب.	طفل على كرسي مرتفع يحمل علبة كاتشب.
train	main-captions	images	2014	0738	4.2	منظر قريب لرأس الحصان.	لقطة مقربة لرأس الحصان البني.
train	main-captions	images	2014	0740	5	قطار في محطة قطار.	قطار في محطة.
train	main-captions	images	2014	0741	3.6	حصان بني غامق يقف في الحقل.	حصان واقف في الحقل.
train	main-captions	images	2014	0743	0.8	قطة صغيرة مستلقية على عارضة خشبية وتنظر إلى الكاميرا.	الكلب الصغير يرتدي سترة وينظر إلى الكاميرا.
train	main-captions	images	2014	0744	2.5	الطائر الأسود يجلس على الأرض.	الطائر يجلس على الفرع.
train	main-captions	images	2014	0749	2	طائر بني صغير يأكل من وحدة تغذية الطيور المعلقة على شجرة.	طائر صغير أحمر ورمادي يجلس على شجرة.
train	main-captions	images	2015	0003	4.40	زوج من الكلاب يلعبان بكرة أرجوانية.	يلعب كلبان بكرة القدم الأرجوانية.
train	main-captions	images	2015	0004	0.60	طائر يهبط في الماء.	قارب يطفو في الماء.
train	main-captions	images	2015	0007	4.60	ثلاثة أطفال يقفون على السياج أو بالقرب منه.	الأطفال الثلاثة يقفون على السياج وبجانبه.
train	main-captions	images	2015	0008	4.80	يخرج كلب أسود من الماء وفي فمه كرة بيضاء.	كلب أسود يخرج من الماء وفي فمه كرة بيضاء.
train	main-captions	images	2015	0011	0.40	فتاة ترتدي قميصًا أرجوانيًا وعصابة رأس وردية اللون	فتاة صغيرة ترتدي قبعة وجينز أزرق وتجلس على أرجوحة.
train	main-captions	images	2015	0013	0.00	كلب بني يحفر حفرة أمام النبات	مجموعة من الأشخاص يسيرون على جانب خط السكة الحديد.
train	main-captions	images	2015	0015	4.60	الكلب البني والأبيض يسبح في حمام السباحة.	كلب بني وأبيض يسبح في حوض سباحة في الفناء الخلفي.
train	main-captions	images	2015	0017	0.00	صبي يرتدي زلاجة حمراء يركب أسفل التل.	كلب متعدد الألوان ذو ياقة حمراء رابض على العشب.
train	main-captions	images	2015	0023	4.00	كلب أسود وبني يجري عبر الغابة.	كلب يركض عبر الغابة.
train	main-captions	images	2015	0025	4.40	الكلبان يركضان على العشب.	كلبان يلعبان في العشب.
train	main-captions	images	2015	0032	0.60	فتاة صغيرة تحمل علامة السلام.	فتاة صغيرة تمسك بعمود في أحد شوارع المدينة.
train	main-captions	images	2015	0033	0.60	رجل معلق بخط من منحدر فوق الماء.	رجل يجلس بمفرده على الرصيف ومعه زجاجة ماء.
train	main-captions	images	2015	0034	4.60	رجل يجلس ويحمل كاميرا.	الرجل الرابض يحمل كاميرا كبيرة.
train	main-captions	images	2015	0036	2.60	رجل يركب دراجة في طريق ضيق.	رجل يركب دراجة هوائية على طريق مرصوف
train	main-captions	images	2015	0037	0.60	رجل يرتدي معطفًا برتقاليًا يتحدث إلى آخر أثناء سيرهما في الثلج.	رجل وامرأة يرتديان ملابس قديمة الطراز ويجلسان في الخارج على طاولة.
train	main-captions	images	2015	0042	4.00	كلب يقفز في الهواء ليلتقط لعبة.	كلب أسود يقفز في الهواء ليلتقط لعبة.
train	main-captions	images	2015	0045	0.00	كلب بني يرقد على غطاء أزرق.	شخص يغوص في المياه الزرقاء الصافية.
train	main-captions	images	2015	0046	0.00	يلعب الصبيان في الملعب.	رأسا الشخصين مغطاة بالأوشحة.
train	main-captions	images	2015	0059	2.20	الكلبان يركضان عبر العشب.	ثلاثة كلاب تجري في الثلج.
train	main-captions	images	2015	0063	4.00	صبي بذراع مكسورة يستريح في السرير.	صبي بذراع مكسورة نائم.
train	main-captions	images	2015	0066	4.80	صبي يقوم بالحيل على لوح التزلج	صبي يقوم بخدعة على لوح التزلج.
train	main-captions	images	2015	0077	2.60	ثلاثة كلاب تلعب في الثلج.	ثلاثة كلاب يلعبون في الماء.
train	main-captions	images	2015	0078	1.20	فتاة صغيرة مع شريط في شعرها تلتقط أنفها.	فتاة صغيرة ترتدي قميصًا أرجوانيًا وخوذة تركب دراجة نارية.
train	main-captions	images	2015	0085	1.80	فتاة صغيرة تنزل على شريحة أنبوبية.	فتاة صغيرة تتأرجح من أرجوحة الإطارات
train	main-captions	images	2015	0089	2.60	يشارك العديد من الأشخاص في سباق الدراجات، ومن بينهم رجل واحد يركب دراجة ذات ثلاث عجلات.	رجل يركب على كرسي متحرك ذو ثلاث عجلات.
train	main-captions	images	2015	0093	0.80	مجموعة من الناس يرتدون آذان أرنب.	مجموعة من الناس يركبون في سباق
train	main-captions	images	2015	0096	4.00	"كلب يرتدي قميص ""سوبرمان"" ينام على بطانية."	كلب بني يرتدي قميص سوبرمان يرقد على بطانية زرقاء.
train	main-captions	images	2015	0101	4.80	الكلب الأبيض والبني يجري عبر العشب.	كلب بني وأبيض يجري عبر العشب.
train	main-captions	images	2015	0108	3.80	كلب بني يريح كفوفه على لوحة مفاتيح الكمبيوتر المحمول.	كلب يجلس مع كفوفه على جهاز كمبيوتر محمول.
train	main-captions	images	2015	0109	2.60	فتاة صغيرة ترتدي نظارة تجلس وتحمل علمين أمريكيين.	فتاة ترتدي نظارة وتنظر إلى علمين أمريكيين بالقرب من منطقة حرجية.
train	main-captions	images	2015	0110	3.00	كلب صغير باللونين الأبيض والبني يقفز فوق عمود أفقي.	كلب بني وأبيض يقفز فوق عمود أحمر وأصفر
train	main-captions	images	2015	0118	4.80	كلبان يركضان في منطقة عشبية.	كلبان يركضان في حقل عشبي.
train	main-captions	images	2015	0123	1.60	رجل يتأرجح على حبل فوق الماء.	رجل يرتدي ملابس دافئة يتأرجح على قضبان القرود في الليل.
train	main-captions	images	2015	0125	4.60	رجلان آسيويان وامرأة آسيوية يجلسان على كراسي التدليك السوداء.	رجلان آسيويان وامرأة يسترخون على كراسي التدليك.
train	main-captions	images	2015	0129	5.00	فتاة تلعب كومة من الكرات الملونة.	فتاة صغيرة تلعب في حفرة من الكرات الملونة.
train	main-captions	images	2015	0133	0.00	رجل كبير السن يقف في الخارج أمام شاحنة.	امرأة ترتدي ملابس خضراء وتتزلج بالخارج في أحد الأحداث.
train	main-captions	images	2015	0135	4.60	رجل مبتسم مع فصول عاكسة.	رجل يبتسم ويظهر نظارته الشمسية العاكسة.
train	main-captions	images	2015	0136	4.80	خمسة أشخاص يقفون على الرصيف	خمسة أشخاص على الرصيف.
train	main-captions	images	2015	0142	1.40	الكلب الأبيض يجري عبر الثلج.	يمشي الدب الأبيض على الأرض المغطاة بالثلوج ويلقي بظلاله على الثلج.
train	main-captions	images	2015	0146	1.20	صبي صغير يرتدي سترة بنية يلعب بالثلج.	كلبان يلعبان في الثلج.
train	main-captions	images	2015	0151	2.40	رجل يلتقط صخرة كبيرة.	امرأة تلتقط صخرة كبيرة.
train	main-captions	images	2015	0152	4.60	كلب أبيض وبني يجري فوق العشب.	كلب بني وأبيض يركض عبر العشب.
train	main-captions	images	2015	0157	0.00	رجل يحمل صندوق أدوات على الرصيف.	امرأة تركب دراجة زرقاء في الحديقة.
train	main-captions	images	2015	0158	3.40	"رجل يرتدي قميصًا مكتوبًا عليه ""Gigolo"" يقف عند المنضدة ويتحدث إلى شخص ما."	"رجل يرتدي قميصًا مكتوب عليه ""Gigolo"" يقف في منطقة مكتب الاستقبال وظهره للكاميرا."
train	main-captions	images	2015	0159	0.00	خيمة ومخيم في غابة مضاءة بنور الشمس.	كلب أبيض على الشاطئ يحمل عصا في فمه.
train	main-captions	images	2015	0160	4.20	كلبان كبيران يركضان في بعض العشب.	اثنان من الكلاب الرمادية يركضان في العشب.
train	main-captions	images	2015	0161	2.60	كلب يسبح وفي فمه عصا.	كلب يركض والعصا في فمه.
train	main-captions	images	2015	0173	2.33	رجل يلعب الجلب مع كلبين بنيين.	امرأة تلعب مع كلب بني.
train	main-captions	images	2015	0176	3.60	كلب يركض على الرمال وفي فمه عصا.	كلب يركض في جدول وفي فمه عصا.
train	main-captions	images	2015	0177	3.40	رجل يقف في الماء بالقرب من الشلال.	رجل يخوض في الماء ويشاهد سقوط الماء.
train	main-captions	images	2015	0184	3.00	كلب أسمر يقفز ليلتقط كرة تنس.	كلب أحمر يقفز ويمسك كرة تنس في فمه.
train	main-captions	images	2015	0186	2.40	الرجل يقفز في الماء.	الرجل في الهواء.
train	main-captions	images	2015	0188	2.40	امرأة ترتدي قميصًا أسود تقف أمام الموز عند كشك الفاكهة.	امرأة ترتدي الأسود تقف أمام شاحنة صغيرة.
train	main-captions	images	2015	0189	1.20	طفل يقفز في حوض السباحة.	كلب يقفز في حمام السباحة.
train	main-captions	images	2015	0193	4.80	طفل صغير يقفز من كرسي إلى آخر.	صبي صغير يقفز من كرسي إلى آخر في منزله
train	main-captions	images	2015	0194	0.00	فتاة تتأرجح بشعرها الطويل المبلل في البحيرة.	شخص يركب دراجة ترابية.
train	main-captions	images	2015	0195	2.80	كلبان يلعبان على الشاطئ.	كلبان يلعبان في الثلج.
train	main-captions	images	2015	0196	0.00	فتاة صغيرة تمشي على ممشى خشبي مع قباب زرقاء في الخلفية.	رجل يقفز على دراجته مع وجود نهر في الخلفية
train	main-captions	images	2015	0201	2.20	امرأتان تجلسان على مقعد، ووجهاهما محجوبان، وتحمل إحداهما نمرًا قابلاً للنفخ والمرأة الأخرى ترتدي زي ديزني بياض الثلج.	فتاة تجلس على مقعد وتحمل نمرًا قابلاً للنفخ بجوار فتاة أخرى ترتدي ملابس ملونة.
train	main-captions	images	2015	0202	0.00	رجل وفتاتان يبتسمون للكاميرا.	ثلاثة كلاب، واحد أبيض واثنان بنيان، يركضون معًا في حقل من العشب.
train	main-captions	images	2015	0203	5.00	كلب يسبح وفي فمه عصا.	كلب يسبح في الماء وفي فمه عصا.
train	main-captions	images	2015	0205	5.00	كلب أسود يلعب في الثلج.	كلب أسود يمرح في الثلج.
train	main-captions	images	2015	0208	1.40	فتاتان تحملان نشرة إعلانية لفيلم مخيف	فتاتان تحملان أكياسًا وتقفان في أحد الحقول.
train	main-captions	images	2015	0210	3.20	ثلاثة أولاد يركضون على الشاطئ ويلعبون لعبة.	صبيان صغيران وشاب يركضون على الشاطئ والمياه خلفهم.
train	main-captions	images	2015	0213	1.60	فتاة ترتدي وشاحًا أرجوانيًا وتنورة متطابقة.	تقف مجموعة من الفتيات يرتدين تنانير الجينز وقمصان سوبرمان.
train	main-captions	images	2015	0219	0.60	رجل يرتدي سترة رمادية ويقف على جانب الشارع.	صبي يرتدي سترة نجاة زرقاء ويتمسك بجانب قارب أخضر.
train	main-captions	images	2015	0220	5.00	كلب بني وأسود يقفز لالتقاط كرة حمراء.	كلب بني وأسود يقفز للحصول على كرة حمراء.
train	main-captions	images	2015	0222	1.80	الكلب الأسمر يجري عبر الأوراق.	الكلب الأبيض يجري عبر المحيط.
train	main-captions	images	2015	0223	0.00	كلب أبيض وأسود يقفز في حمام السباحة.	امرأة ترتدي مئزرًا أسود تقف أمام المرآة.
train	main-captions	images	2015	0224	3.00	كلب أبيض وأسود يحمل عصا في فمه.	الكلب الأسود والأبيض لديه عصا في كفوفه.
train	main-captions	images	2015	0225	5.00	غزال يقفز على السياج.	غزال يقفز فوق السياج.
train	main-captions	images	2015	0228	2.20	فتاة صغيرة تحمل عصا خشبية.	فتاة صغيرة تسبح في بركة.
train	main-captions	images	2015	0229	2.40	كلب أسود يقفز في الماء.	كلب يمشي عبر الثلج.
train	main-captions	images	2015	0230	4.20	مجموعة من الناس أمام سيارة إطفاء حمراء.	مجموعة من الناس يقفون حول سيارة إطفاء حمراء.
train	main-captions	images	2015	0232	3.40	صبي يقفز في مياه البركة الزرقاء.	الصبي الصغير يقفز في حوض السباحة على بطنه.
train	main-captions	images	2015	0233	0.00	كلب أشقر يلتقط كرة في فمه في الثلج.	فتاة شقراء صغيرة تجلس على كرسي أخضر.
train	main-captions	images	2015	0234	3.80	ثلاثة أطفال يلعبون ويضحكون على الأرض.	ثلاثة أطفال يلعبون على الأرض.
train	main-captions	images	2015	0235	3.40	رجل يجلس مع أعمدة الصيد بالقرب من مسطح مائي.	رجل يجلس على صخرة بجوار كرسي سطح قابل للطي وعمود صيد.
train	main-captions	images	2015	0237	0.00	امرأة وكلب يقفان على العشب.	رجل يحمل لافتة وهو واقف تحت المطر.
train	main-captions	images	2015	0240	1.00	رجل يرتدي قميصًا أزرق يركض في الملعب.	رجل يرتدي قبعة زرقاء وقميصًا ويركب حصانًا أبيض.
train	main-captions	images	2015	0244	4.80	كلب أسود يركض في الماء.	كلب أسود يجري في بعض الماء.
train	main-captions	images	2015	0245	0.00	أطفال يقفزون على الترامبولين.	رجل يتزلج على شريحة برتقالية.
train	main-captions	images	2015	0246	3.00	كلب بني كبير يجلس في حقل عشبي.	كلب بني يركض في الحقل.
train	main-captions	images	2015	0252	2.20	كلب يركض عبر العشب.	كلب يركض عبر الثلج.
train	main-captions	images	2015	0254	0.20	متزلج يسرع عبر الثلج.	كلب بني يحمل طبقًا طائرًا يجري عبر الثلج.
train	main-captions	images	2015	0255	5.00	شخصان يلعبان الجولف في ملعب للجولف.	شخصان في ملعب للجولف يلعبان الجولف.
train	main-captions	images	2015	0256	0.80	صبي وفتاة يلعبان على الشاطئ.	كلب يلعب في الأمواج بالكرة.
train	main-captions	images	2015	0259	0.80	الطفل ذو المعطف الأحمر ملقى على السجادة الحمراء.	الطفل الصغير جاهز لتسلق القطعة الحمراء من المعدات.
train	main-captions	images	2015	0260	5.00	يلعب كلبان في العشب.	كلبان يلعبان في العشب.
train	main-captions	images	2015	0264	4.00	طفل يرتدي زي الفريق الأزرق والأبيض يطارد كرة قدم.	صبي صغير يرتدي زي كرة قدم أزرق يطارد كرة.
train	main-captions	images	2015	0267	2.80	لاعب الكرة اللينة يتأرجح في الملعب.	لاعب البيسبول يضرب الكرة
train	main-captions	images	2015	0271	2.80	رجل يمارس رياضة ركوب الأمواج بالطائرة الورقية بعيدًا عن الكاميرا.	رجل يركب الأمواج على الماء.
train	main-captions	images	2015	0278	1.00	كلب أسود يركض في العشب.	صبي يركض عبر العشب الأخضر.
train	main-captions	images	2015	0279	2.00	ولد صغير وفتاة صغيرة يلعبان معًا في الخارج.	صبي صغير وفتاة صغيرة يسيران تجاه بعضهما البعض
train	main-captions	images	2015	0280	4.20	شخصان يجلسان على نهاية الرصيف.	شخصان يجلسان على الرصيف.
train	main-captions	images	2015	0283	2.00	كلبان في الفناء.	كلبان في النهر.
train	main-captions	images	2015	0286	2.20	رجل يطارد كلبًا يحاول تجاوز الحاجز للدخول إلى منطقة اللعب.	رجل يتبع كلبه الأسود والأبيض وهو يسير في طريق مليء بالعقبات.
train	main-captions	images	2015	0288	4.00	الكلب البني والأبيض الكبير يجري عبر الثلج.	كلب سانت برنارد يركض في الحقل الثلجي.
train	main-captions	images	2015	0299	2.00	رجل وامرأة دمويان يقفان لالتقاط صورة.	رجل يرتدي امرأة يرتدي ملابس دافئة لالتقاط صورة.
train	main-captions	images	2015	0311	0.40	كلب أصفر يلعب في منطقة عشبية بالقرب من الزهور.	فتاة تلعب على الأرجوحة.
train	main-captions	images	2015	0312	4.60	صبي يلعب بالمعكرونة بجانب حمام السباحة.	صبي يلعب بلعبة المعكرونة الرغوية بجوار حمام السباحة.
train	main-captions	images	2015	0314	2.00	كلبان بنيان كبيران يركضان عبر الثلج.	كلب بني يركض عبر العشب.
train	main-captions	images	2015	0315	1.20	صبي صغير يقفز في بركة بذراعين ممدودتين.	كلب يقفز في بركة الفناء الخلفي.
train	main-captions	images	2015	0319	4.00	فتاة تحمل حيوان بالون أصفر.	طفل يحمل بالون أصفر.
train	main-captions	images	2015	0321	0.17	كلبان يتشاركان لعبة في حقل من النباتات.	اثنان من المتزلجين على الجليد في الهواء فوق الثلج.
train	main-captions	images	2015	0324	0.00	سيدة ذات شعر أشقر ترتدي ملابس بيضاء تقف أمام الكاميرا.	كلب أبيض وأسود يركض وفمه مفتوح.
train	main-captions	images	2015	0328	0.20	كلب يجري في حقل يطارد كرة.	طفل يركض عبر العشب.
train	main-captions	images	2015	0332	3.80	فتاتان تجلسان أمام التمثال.	فتاتان شقراء تجلسان بجانب التمثال
train	main-captions	images	2015	0336	4.00	فتاة باللون البرتقالي تضيء شمعة.	فتاة ترتدي قميصًا برتقاليًا تضيء الشموع.
train	main-captions	images	2015	0337	1.60	كلب أبيض يجري في حقل من الزهور الصفراء.	كلب ذو ياقة حمراء يركض في الغابة في منتصف الشتاء.
train	main-captions	images	2015	0339	2.20	طفل رضيع يجلس على سرير أطفال ويمد يده ليلمس وجه صبي أكبر منه.	صبي يبدو مريضًا يلمسه طفل صغير في وجهه.
train	main-captions	images	2015	0342	5.00	كلب ينفض الماء.	كلب ينفض الماء.
train	main-captions	images	2015	0344	0.50	الأولاد الصغار يركضون على طول الرصيف.	كلب أسود يركض على طول حافة المحيط.
train	main-captions	images	2015	0345	3.67	طفل صغير ينزلق على شريحة برتقالية.	طفل صغير يرتدي ملابس الدنيم ينزلق على شريحة برتقالية.
train	main-captions	images	2015	0346	1.60	كلب أبيض وأسود يجري عبر بعض الأعمدة الحمراء والبيضاء	كلب أبيض وأسود في غرفة المعيشة يقف على رجليه الخلفيتين.
train	main-captions	images	2015	0349	4.40	"ثلاثة أفراد يقفون على الزلاجات خلف لافتة ""ممنوع التزلج""."	ثلاثة أشخاص على الزلاجات يقفون خلف لافتة ممنوع التزلج.
train	main-captions	images	2015	0350	4.60	رجل يرتدي بدلة بيضاء يسير في الشارع حاملاً صحيفة.	رجل يرتدي بدلة بيضاء يسير في الخارج حاملاً صحيفة.
train	main-captions	images	2015	0357	5.00	كلب أسود ذو ياقة زرقاء يركض في الثلج.	كلب أسود يرتدي ياقة زرقاء يركض عبر الثلج.
train	main-captions	images	2015	0362	0.80	كلب يركض نحو الكاميرا.	كلب بني وأبيض يركض على العشب.
train	main-captions	images	2015	0364	2.40	صبي يتأرجح على الأرجوحة.	الفتاة على أرجوحة.
train	main-captions	images	2015	0367	4.40	مجموعة من الشباب يسبحون في مياه البحيرة	العديد من الأطفال يلعبون ويسبحون في الماء.
train	main-captions	images	2015	0368	0.00	فريق كرة قدم باللونين الأزرق والأبيض يلعبان ضد بعضهما البعض.	امرأة عارية الصدر ووجهها مطلي مغطى بالطين.
train	main-captions	images	2015	0371	3.80	كلب بني على وشك الإمساك بالطبق الطائر الأخضر.	ينتظر الكلب البني نزول الفريسبي قبل الإمساك به.
train	main-captions	images	2015	0378	2.20	كلب أبيض وأسود يسبح في بحيرة خضراء كبيرة.	كلب أسود يجري بسرعة في المياه الضحلة.
train	main-captions	images	2015	0379	2.20	يلعب كلبان أسودان كبيران في حقل عشبي.	كلبان أبيضان يركضان معًا.
train	main-captions	images	2015	0381	2.80	يركض الكلب البني والأسود عبر الثلج.	كلب أسود يركض بسرعة على الأرض.
train	main-captions	images	2015	0383	3.80	الرجل الذي في حقيبة الظهر ينظر إلى يساره.	رجل بالغ يرتدي حقيبة ظهر يمشي وينظر إلى اليسار.
train	main-captions	images	2015	0384	0.00	رجل مسن يرتدي قميصًا أزرقًا يحمل قطعة فنية من القماش.	رجل أسود يسير بجوار مبنى في مدينة كبيرة.
train	main-captions	images	2015	0386	0.40	صبيان صغيران نحيلان يلعبان بالرمل في الماء.	كلبان ينفضان الماء.
train	main-captions	images	2015	0388	3.80	كلب صغير يركض عبر مسار مليء بالعقبات.	كلب صغير يقفز فوق عقبة.
train	main-captions	images	2015	0392	3.20	كلب بني يركض عبر الغابة.	كلب بني يجري عبر العشب.
train	main-captions	images	2015	0393	3.40	مجموعة من الأشخاص يقفون بجانب النافذة ويشاهدون شيئًا ما.	مجموعة من الناس يقفون وينتظرون رؤية شيء ما.
train	main-captions	images	2015	0395	4.40	كلب يقفز فوق حاجز في مسابقة خفة الحركة.	كلب يقفز فوق سياج مسار العوائق.
train	main-captions	images	2015	0396	3.20	ثلاثة أشخاص يتسابقون على الزلاجات الجليدية.	ثلاثة متزلجين على الجليد حول الزاوية.
train	main-captions	images	2015	0399	4.80	امرأتان متسابقتان تمشيان مع كلابهما في عرض للكلاب.	امرأتان تمشيان هناك كلابًا في عرض للكلاب.
train	main-captions	images	2015	0401	0.00	رجلان على جانب البارجة	رجل يرقد على العشب بشعر طويل ولحية.
train	main-captions	images	2015	0403	4.80	كلب بني يركض على العشب.	كلب بني يجري عبر العشب.
train	main-captions	images	2015	0410	0.40	شخص يركب دراجته على طريق بجوار الغابة.	طفل صغير يرتدي قميصًا أصفر يمد ذراعيه إلى الجانبين.
train	main-captions	images	2015	0413	3.60	امرأة ترتدي فستانًا أسود تبتسم أمام شاحنة فضية.	فتاة ترتدي قميصًا أسود وتبتسم مع وجود شاحنة فضية في الخلفية.
train	main-captions	images	2015	0423	0.60	كلب على الشاطئ بالقرب من الكرة.	رجل يصعد للعب في ملعب كرة السلة.
train	main-captions	images	2015	0428	2.60	كلب يحدق عبر العشب البني.	كلبان مقيدان عبر العشب.
train	main-captions	images	2015	0430	3.20	امرأة تلعب مع صبيين صغيرين في الحديقة	امرأة وثلاثة أطفال يلعبون في الحديقة.
train	main-captions	images	2015	0431	2.40	يخرج كلب من الماء وفي فمه عصا.	كلب يركض نحو الكاميرا وفي فمه عصا.
train	main-captions	images	2015	0434	0.80	ثلاثة كلاب تلعب في الثلج.	الولد يلعب في الرمال.
train	main-captions	images	2015	0444	4.20	كلب يحمل مقودًا في فمه.	كلب رقيق يحمل مقودًا أسود في فمه.
train	main-captions	images	2015	0447	0.00	رجل يرتدي الجينز يلعب بالكرة بينما تقف امرأة ترتدي الجينز في مكان قريب وتنظر بعيدًا.	رجل يربط ذراعه الحمراء حول ذراع رجل آخر في الشارع.
train	main-captions	images	2015	0450	4.00	متزلج يسقط في الثلج.	متزلج يسقط على وجهه أولاً في الثلج.
train	main-captions	images	2015	0451	2.20	كلب يحمل لعبة حمراء في فمه.	كلب بني يحمل عصا في فمه.
train	main-captions	images	2015	0452	4.80	اثنان من لاعبي الهوكي يتقاتلون على الجليد.	اثنان من لاعبي الهوكي في صراع على الجليد.
train	main-captions	images	2015	0454	1.60	اثنان من كلاب الترير يلعبان على الأرضية الخشبية لمنزلهما.	جروان يلعبان بلعبة مضغ حمراء في الحقل.
train	main-captions	images	2015	0457	4.20	كلبان يركضان في الحقل.	يلعب كلبان في الحقل.
